Country/Region;Country_Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Congo, República del;COG;112771915,27;126893746,66;104827975,35;99632771,98;104822271,03;105279938,16;112749007,96;132519860,67;143800836,30;150792096,45;158825947,03;169598347,40;212675136,21;235094360,71;348144058,95;489004627,50;502196073,58;499430790,21;536657899,66;582921406,19;1025655319,91;1516938860,52;1480190945,87;1085638605,62;1000785739,73;1210204368,32;992475139,67;887412825,48;894415286,60;832266748,94;532937076,04;764320192,10;482474334,30;601401825,15;1313209344,23;1345946415,94;1523134286,93;1397383518,82;1415791934,19;1391257515,24;1404291125,98;1490991847,74;1636664258,37;2664560916,64;2367531965,65;2962429806,71;3885736074,19;7035054155,19;6955614349,78;6910588156,24;7302179915,98;7981116548,68;6964356330,54;7195814695,94;9150319397,81;9508100059,59;8765973524,38;6120101602,20;6699164764,38;6521468277,61
Colombia;COL;594894694,80;627934716,42;605929809,31;597285655,56;755727700,00;559333333,33;778814814,81;602411299,61;763579000,35;839120871,51;1047700632,18;1252577345,45;1109769649,74;1306397077,85;1933488605,89;1835324549,35;2131690445,31;2569926742,12;3210026857,65;3756624824,02;5209514724,51;5610414540,86;5919610896,64;5127945978,51;4767852803,33;4370638534,99;4190788877,63;4697932909,52;5433539690,87;5464066788,88;7614454664,91;7098679409,21;9985578591,38;13949161890,94;17091698826,05;19392751883,96;20252680331,73;22137740205,72;20576289396,45;15343463758,29;16732945249,84;18182899777,23;17797007021,65;18872327357,11;22353995143,22;29781532864,35;35415105097,14;42609031128,35;50999859583,06;43531909260,62;51362878664,02;67638292455,74;74273083933,24;76041908077,94;79472229979,20;66651326831,88;60766406263,38;62805976727,62;68941950885,47;70909181607,17
Comoras;COM;;;;;;;;;;;;;;;;;;;;;57128576,69;52857791,09;49536903,90;51587297,42;49721594,77;52960518,12;75162502,20;90864927,10;95972511,94;91929420,67;115656765,07;114174002,90;123132907,38;121920382,88;85929642,45;107269235,71;106623051,66;98111443,80;99636395,52;102961488,14;94295225,03;101899095,63;114673710,50;147226026,85;170600260,17;176022484,11;188025497,47;192400424,21;256358744,39;258791602,75;271587625,51;307381948,38;323693915,11;337042859,18;339810649,23;267288335,28;267996117,49;304517229,45;351750711,98;341195881,98
Cabo Verde;CPV;;;;;;;;;;;;;;;;;;;;;95271002,54;98597331,95;111363376,24;107746729,48;102579340,44;109057018,48;143832346,16;154640326,89;157247386,13;166385998,12;211201277,14;205936309,66;238072377,90;230719808,02;229787766,67;294133735,83;277548294,92;287190631,14;308372216,22;355408993,06;326304704,52;351069967,17;425645500,97;548644421,36;642983643,29;647010928,12;805264991,06;1002327678,44;1128862232,91;975047361,27;1028011941,08;1200341794,39;1042391960,06;1014920752,35;1128684993,59;944645439,94;997170139,89;1192488882,44;1338406443,98;1295138220,54
Costa Rica;CRI;132338590,92;122861638,38;124825190,60;138870092,18;155005187,89;196800000,00;199200000,00;218369811,32;251154716,98;272754716,98;340543396,23;399680038,64;453262999,25;563760004,81;801954602,77;755869311,55;842240373,40;1116359393,23;1269463243,87;1500945157,53;1778891481,91;1264050029,18;1099078507,33;1157472344,03;1243519930,30;1272805940,59;1347578853,05;1621277680,42;1652553107,27;2033817038,59;2347212147,70;2737000652,62;3495370310,54;4150829345,08;4416262910,60;4821924110,67;5143782042,75;5803238051,59;6578730704,15;6411945482,71;6545131998,12;6445457524,55;6828718281,64;7367441232,13;8011642171,12;9170225548,46;10562844259,17;12333210658,41;14660106511,61;10800050161,00;13061016238,53;15465817010,97;16718693002,31;17055281116,71;17596280793,74;17360350889,64;18194545143,60;19328549530,57;20113286047,43;19918111847,12
Estados pequeos del Caribe;CSS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cuba;CUB;;;;;;;;;;;2515236800,00;3055095900,00;3594369359,92;4412339083,23;5038233170,73;5756838292,68;6093814738,12;6276949156,63;7878465454,55;8645207123,29;8817697500,00;8905963975,90;9251183529,41;9765161117,58;10603443141,72;10307791680,31;10606362970,96;11073229683,33;11837456728,23;12096964757,14;11708950531,91;7067591647,33;4025942837,84;3516494864,86;4135300810,81;4840440188,94;4331000000,00;4522800000,00;4697400000,00;4916000000,00;5179600000,00;5109300000,00;4434700000,00;4895200000,00;5841100000,00;7822300000,00;9744000000,00;10332600000,00;14806100000,00;9594000000,00;11400000000,00;15079000000,00;14888000000,00;15602000000,00;13865000000,00;12605000000,00;11226000000,00;11309000000,00;12596000000,00;
Curacao;CUW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2926592178,77;3129553072,63;2794972067,04;2695027932,96;;;;;
Islas Caimán;CYM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chipre;CYP;;;;;;;;;;;;;;;;277745397,75;360768050,09;497972959,24;606584939,29;821765628,74;1358664013,27;1321842817,29;1387106288,53;1382085650,72;1528712761,71;1429846928,98;1496618983,05;1862396345,92;2289354454,20;2732346863,91;3192962740,08;3294451136,36;4191531290,74;3158397055,36;3570773571,43;6717504527,81;7072548306,15;6738597491,45;6785841628,96;6748355987,06;6743650329,88;6617244990,89;6993294230,77;8181782559,46;9875106250,00;10364178584,75;11315149918,45;13905730906,10;17498754943,61;14028341205,89;15110426885,85;15801046770,60;14294039573,43;14287905432,33;15072476418,23;13390746699,21;14425114013,73;16792366696,79;18649054085,97;18198140602,26
República Checa;CZE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12452629309,86;9807155002,21;13453377891,76;15861421534,66;18295180997,05;26029502637,53;28952706187,47;27602007659,64;28302510439,51;28180143017,48;30886476402,69;34009759252,49;38081836120,05;48289127583,40;67612627335,62;81579428485,56;97122758413,14;121105712610,32;143962757077,50;112951738970,78;130639247051,43;153901041200,65;148043927978,55;148950542267,95;158318631819,82;140304405711,67;140293686216,88;156331745782,77;176803301132,46;171378604367,21
Alemania;DEU;;;;;;;;;;;35790765243,41;40706506440,64;48506788321,17;65125982436,88;83342709545,76;92221047778,04;105502001708,87;120844285353,32;144716338851,02;188607428236,05;220779619109,10;192499820856,77;182634122672,69;179447419379,55;177776127413,92;182960451102,84;226593531477,98;272700549510,34;300374452611,65;320591548944,14;407976034378,41;451396582203,89;483784596117,72;419718443156,28;461900686995,30;558205268186,16;553029633480,63;537123843898,04;563734578192,73;579415086298,74;596124930901,05;587472930648,77;586295878035,01;724816027088,04;857162900422,15;935106330058,45;1077694141262,07;1250516014234,88;1407175919144,57;1124968046679,63;1266947083718,64;1503342047721,49;1418237279602,76;1480413472840,20;1514761100193,89;1319856010562,74;1341796311333,83;1480683285130,59;1634017078899,61;1586775634956,86
Djibouti;DJI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3911141620,86;3122560780,73;2980615575,06;2847439792,93;4306048840,87;4188971415,71;
Dominica;DMA;;;;;;;;;;;;;;;;;;22185185,19;29296296,30;40296296,30;54703703,70;52111111,11;50111111,11;48407407,41;61444444,44;59103703,70;66366666,67;77500000,00;98888888,89;120259259,26;133948148,15;126318518,52;125225925,93;122285185,19;135300000,00;144300000,00;145100000,00;172851851,85;172185185,19;180592592,59;183077777,78;165748888,89;156234518,52;157336555,56;174111518,52;196296296,30;198888888,89;236331777,78;287322111,11;264465888,89;275594888,89;275986148,15;261255370,37;259156148,15;264479000,00;329603333,33;324539185,19;323111074,07;433030370,37;413373592,59
Dinamarca;DNK;;;;;;;3533468958,80;3762160847,04;3829653733,33;4438459866,67;5119854666,67;5506203762,30;6229703998,96;9178240681,05;11616217493,31;12275876057,22;14607323076,92;15893622567,96;17888293983,24;22246206424,63;23438722475,56;21452392256,51;21123371537,61;20444406670,31;20459800030,90;22341632158,09;28623980348,54;32440355247,58;34827127089,06;35549320948,81;42672845231,55;43805725631,20;45947463428,37;41582170915,65;48298831242,34;59022089997,14;58923841378,24;57971294571,88;60376476838,59;59349185803,16;62604702032,64;63303119743,36;69404219159,69;80789964782,85;96223902121,48;110937740999,52;131928173807,76;155192880577,55;178985961632,77;136941845585,63;140316041482,38;163145712202,19;159028659872,57;165680936172,10;168204207894,33;147190077810,46;146359303724,49;159092675577,84;179921646798,21;178452275684,05
República Dominicana;DOM;126500000,00;106900000,00;199300000,00;244400000,00;287500000,00;180000000,00;249300000,00;258800000,00;287500000,00;321300000,00;414895190,00;461715440,00;489759560,00;632490400,00;1023192000,00;1160205950,00;1152879210,00;1297114920,00;1395042000,00;1746830300,00;2303519820,00;2192903500,00;2036678800,00;2246418800,00;3479368010,00;1555454603,87;1621558723,27;1895575842,70;1981553292,43;2594465299,68;2729569106,07;4187033185,21;4958267445,32;5443488000,00;6004912698,41;6418914728,68;6887293254,65;7809176329,47;9016078460,71;9147621844,55;10646265271,69;9887388412,92;10312055931,34;9052791964,59;8974483845,81;11921952395,42;13463099099,10;15469324792,42;18038889164,58;14276267348,05;17948463931,30;20195914602,65;20513694641,42;19754031569,86;20385766873,02;20217567770,92;20952486330,35;21233814736,93;24387162748,00;24851856014,43
Argelia;DZA;;;416678732,02;995399149,28;856506258,86;810192218,10;749427801,75;729172996,29;931721050,82;1195033582,47;1417836381,68;1404551500,22;1739595878,50;2753081354,82;4688097732,49;6684559679,95;6580527282,77;8753738135,43;10590281903,23;10925699711,94;12846905745,93;13693869108,86;13109185466,66;12591881327,26;14748966629,21;15493853613,91;14759677286,26;12288659587,63;13356326942,58;15862794361,94;15472204242,02;10788718989,88;11458142448,25;11557078492,18;11083919236,14;12110000386,04;11240000368,96;10279999649,96;10849999758,25;11079835972,00;11390139516,34;12053066114,10;14547453628,17;16203129401,12;21884325696,92;24843327242,23;25651596908,87;33536035178,78;49098439145,25;49329277357,19;50638394033,06;57445339739,19;59601221147,65;63758144368,86;68278496772,59;60760829185,75;56083283091,26;55624857117,10;56325900514,58;50013400335,01
Asia oriental y el Pacífico (excluido altos ingresos);EAP;6131064416,84;5374878186,37;4905458185,76;5381110156,22;6020189095,58;7022096722,94;7667317924,76;7832296527,58;8236205808,93;8417511468,40;9297646269,13;9519985555,92;11390888100,63;17328973694,94;28069338427,77;29576200324,84;30545969207,28;35688998679,23;41555993885,14;53951613231,68;68609841827,12;79897203567,35;84940573765,69;89110453329,93;89265995834,78;97767871719,19;90472123535,45;100473753364,57;128903421406,08;141555302090,05;156058820873,19;181788053695,94;213975355947,45;262073789691,69;313017937696,07;394193674114,05;433959212785,87;439713848276,71;362682499101,91;403365279392,89;502393458860,82;510716973637,61;580934412948,37;724142822664,86;941595330535,65;1096139857613,07;1283767114463,25;1529034423530,81;1846457887242,04;1608687808168,88;2187615716901,30;2725256389724,87;2907338403221,10;3114912952049,03;3235184319295,97;2930729819088,87;2881618114829,10;3270514787340,81;3757665468048,42;3674745642227,40
inicial del dividendo demográfico;EAR;19958920989,37;20290348789,40;21303352750,74;22729447972,19;24862037308,57;26477516289,62;27346196135,95;29142934951,78;30636164959,73;33474832780,70;36598748021,48;40320378542,42;44341193772,19;61126862187,72;99513194067,03;124388638309,64;133998547943,24;161850208823,05;179710336110,59;208492525070,86;273737770001,69;311795165601,28;296368827907,45;290028240169,87;272896702885,73;252530802844,06;237957375988,44;246733470000,85;289063986212,09;313262279120,88;361528927085,19;395690532041,12;448386332105,52;477485949625,72;499779527020,43;568066439969,69;634086433290,60;698937067688,22;682980103514,96;686641550046,81;780267408022,29;755134014280,91;770632641591,48;860373859655,79;1082485781944,77;1296053798243,80;1537794383871,51;1857353836764,54;2213992805442,98;1909919324842,97;2345521226892,25;2774829600804,32;2971845650419,00;3004844949547,85;3069094193590,50;2821124515943,94;2745736656442,01;3082219307545,45;3371307052803,29;3280482719039,76
Asia oriental y el Pacífico;EAS;22288154140,13;21440668920,71;20314668917,67;23192055698,25;24650983728,01;28252505310,67;31014952770,11;32695474467,05;36984744668,47;40464985591,03;46029879936,03;49883671315,52;58535579555,55;89481318373,48;142513372399,64;142928119547,24;159443885052,84;181050249272,59;213267886601,21;286654716793,58;356013022224,55;393568050313,78;384860747663,12;380185801058,67;404726088252,28;403827968080,06;414534506577,28;498109118973,81;639578114786,49;730714115793,42;809517745912,38;886783665455,90;965681935130,32;1066987802266,38;1237471038352,41;1527355268957,76;1626703992204,17;1639910019623,23;1373531942574,91;1483887873957,08;1801949484642,62;1687462807613,17;1775504830325,67;2072992262273,95;2596114857146,17;2975089730178,74;3408103319421,86;3889035067160,28;4616792037072,44;3804625708843,99;4962639862565,44;6065209860253,73;6410489475664,83;6608047673473,45;6756065049027,89;5999281371624,53;5806848638196,73;6493162936865,19;7283742791259,84;7069637370356,28
Europa y Asia central (excluido altos ingresos);ECA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;208759913131,98;192831179989,25;146938854064,06;326110771940,05;236470632817,93;184828751846,72;208526813785,99;200474923414,36;218708415301,41;188096641696,82;157786854786,61;186229185066,99;190369851791,84;217488944784,45;276498313567,38;368589358186,02;444616309448,85;549902705829,72;719445031969,20;914660577326,81;648574194734,77;795861041851,86;1012342288351,68;1070960049380,43;1122827576799,03;1041184936235,32;791100602919,67;754157393011,00;886973023403,29;928754478119,29;938695427548,67
Europa y Asia central;ECS;;;;;;;;;;;208433058722,92;232438319394,32;277648136643,22;382111886106,16;518485427073,17;542285208712,65;606180490703,38;684500488533,27;795621211145,50;1032341401151,38;1241131526842,64;1121022594102,55;1074210109524,20;1029003460612,50;1037857395259,45;1077362934886,37;1304499875796,33;1597415199156,91;1805353005995,91;1936508025387,18;2295377169076,28;2274934221400,21;2594761883974,36;2250824850843,69;2430460477583,70;2929699381969,29;3007074766202,17;3012547488035,86;3147064895370,43;3182413818580,84;3340281986438,84;3340520819695,96;3510617766637,35;4232532378055,14;5103767167525,07;5678626213517,01;6513908754584,48;7713280192649,81;8705399211790,33;6774521599753,57;7594382406396,06;8909578417151,16;8545339137613,01;8867472977331,52;9016500084703,06;7878176544422,13;7905162402309,62;8715885672877,39;9549249469348,03;9463122258297,33
Ecuador;ECU;214480876,28;178045025,37;163881310,72;181649533,06;227656539,80;245638749,39;270002428,36;307238277,74;359393278,76;376645548,81;372412519,67;459682353,33;495423486,20;648350793,44;1237514214,81;1494854573,49;1634570547,74;2000105770,70;2213274955,48;2575840755,02;3196675358,30;3336486378,11;3538835376,13;2627143347,44;2652200358,76;2750018248,75;2677096292,88;3118845049,56;3087613078,21;3449083352,60;3326816742,87;3656282141,07;3740586293,15;4381543771,89;5336068034,02;6016443221,61;5535280640,32;6613086543,27;7136267133,57;4483779889,94;5010291145,57;6734248000,00;7960638000,00;7992504000,00;9554409000,00;11821905000,00;13748900000,00;15636623000,00;20933400000,00;16790125000,00;22541700000,00;26453861000,00;27772113000,00;29459627000,00;30168281000,00;23815449000,00;19004701000,00;22516333000,00;25553987000,00;25086092000,00
Egipto, República Árabe de;EGY;;;;;;996286588,03;1081156917,76;1071428571,43;1035981308,41;1078692493,95;1374780205,98;1530986993,11;1615822130,30;1834007074,28;2888427176,40;4134809294,17;3717576961,27;4516926854,94;5026531231,05;7743714285,71;9289542760,04;9628783783,78;10472660098,52;10593713620,49;10857880025,80;10888912155,80;9167446211,41;9190887666,93;12322544009,09;12856257744,73;13997308209,96;13226985709,54;12938946228,15;14015606242,50;14561091340,45;16661751695,67;17718160377,36;19528023598,82;21812278630,46;21144205249,19;22779979451,05;21590296495,96;19303370786,52;19576923076,92;23311688311,69;29217970049,92;33913043478,26;45429071803,85;62909090909,09;59764065335,75;58221415607,99;58261617900,17;67866666666,67;67364341085,27;69296987087,52;71347708894,88;66159509202,45;69089673913,04;73331457512,66;78092255125,28
Zona del Euro;EMU;;;;;;;;;;;125482475313,27;140487258887,23;170217443549,39;234905177996,24;318691340958,02;335103297912,38;379175327442,24;429093597433,87;503147354745,80;655272190398,39;795562941398,51;714076543698,45;680589308499,16;645782614523,01;646464299416,80;668171918483,42;808905589603,36;997322286056,75;1121276568824,88;1212874355364,34;1497318531693,25;1548842471456,85;1668300013219,91;1450334763434,55;1614365465009,67;1971716369072,53;2004606658611,74;1965199837204,08;2083918868708,09;2137987941553,37;2225316395357,91;2218948322140,03;2298302791041,73;2797968362823,62;3344369459804,53;3672731713371,57;4165906211892,72;4913570015456,28;5489367538324,56;4315603598333,80;4754920461281,72;5507166213111,65;5155322502374,92;5327956598403,15;5501606063651,20;4857869128642,26;4926111386439,91;5441507409546,32;6003226275660,36;5922716649570,40
Eritrea;ERI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;214474287,09;334544480,99;440568181,82;479375000,00;606037723,98;589008180,67;597114875,24;597465839,12;411183688,31;460868367,30;472665759,20;587987181,06;663164475,07;603478679,59;464617886,18;379414634,15;360673606,50;435274751,22;494229450,41;603784852,03;;;;;;;;
España;ESP;;;;;;;;;;;5612317565,96;6005008383,23;8184905513,85;11627327241,58;18006241707,53;19179420289,86;20751355384,23;21074990142,39;22236108940,97;30327211204,76;40198398700,39;38729690034,24;38319943964,86;35375280742,46;34830824880,98;36162100782,78;43101606273,02;59271552351,44;73015349235,82;86194007027,41;106699693111,33;113804595676,54;124860130017,88;101029836579,95;113186748230,03;141042167066,99;149163273348,22;150448863636,36;164460407617,78;179522693373,11;188129721761,56;189036241610,74;201356107660,46;252041760722,35;310654333250,56;343483397587,37;389588508342,74;467591021078,57;493408524974,37;355547374270,63;383261949155,97;432662441037,94;389365914675,24;393336504606,37;416065027898,13;365540646765,21;368298741615,14;414015724683,53;461143840806,27;444291446078,43
Estonia;EST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2728885948,66;3259065901,44;3295549960,66;3431489140,33;4158018485,12;4721055734,79;4274527257,24;3688782825,03;4078345716,59;4815881134,03;6478792908,76;8368396273,29;9945822658,87;12490779074,14;16026215439,36;17111420829,06;10974937482,63;13406736320,62;18729623412,64;19464295957,85;20560105185,23;20846975232,07;16818332257,68;17657740840,44;19319287826,66;21912792796,41;21682707725,36
Etiopía;ETH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10079844913,15;13699443639,52;13812126941,55;16182860468,04;19565924879,08;20124704466,52;19195090502,68;19235910556,84;20022064432,42
Unión Europea;EUU;;;;;;;;;;;145469793098,10;161775756371,73;194990046968,94;269052774457,40;365964952249,35;385461842075,95;436553998137,15;491225964988,46;571573704852,63;744963225586,73;898742508166,79;808136363754,46;771297338897,13;731930406662,81;733810491299,65;761612084571,22;921915268861,01;1135696737836,00;1272087648622,69;1373447352267,20;1681949884819,44;1721010046105,82;1855075746098,89;1618837634872,57;1806870676930,93;2212538402288,18;2264521867618,82;2231662789259,11;2373223614551,92;2426796791955,33;2534730430385,20;2530407559668,68;2639485460691,34;3217826176142,75;3866234606176,10;4272548355385,11;4882735633865,87;5811055980519,94;6547870271543,92;5098002533170,37;5638460725151,89;6543519608571,27;6141954090264,06;6344925133235,46;6570120172872,60;5797990727722,57;5881031416521,05;6517009385236,74;7217860361747,02;7119502241383,96
Frágiles y situaciones de conflicto afectados;FCS;;;;;;;;;;;9978615479,23;11205788878,75;12528470980,14;15986952526,36;26800513037,22;39341595703,89;47227538061,75;55935467223,19;59406975042,36;69006991292,14;87017037023,62;107721456942,09;107107792134,88;61140003957,95;60033477314,30;61293352596,42;58223633547,63;64650263736,59;68424211662,70;61810311702,50;63370234482,46;76357971900,83;80665404109,50;77260581282,30;71256409379,81;82729971719,32;88664392488,71;99334614214,26;98216755303,66;88999189617,54;96079988394,15;108909898020,55;106717634112,57;121972180337,97;144258418881,31;179985965701,75;207725026362,88;272086344643,65;325864868733,67;328252238628,53;381251654189,72;395916380101,26;443237498686,07;528300565850,01;582630041127,59;493818600454,01;456018386011,00;473053610565,34;554867351140,69;637860149101,41
Finlandia;FIN;;;;;;;;;;;2901994620,61;3116111111,11;3558591912,82;4849296716,98;7338853001,42;8310974624,21;8192029543,01;8555407997,64;8979061371,84;12688139215,39;17233025183,30;15896941306,14;15153570988,04;14637062339,88;14340126632,37;15264773599,39;17894675111,42;22422561882,86;26449182658,14;29576001108,49;33514227958,33;28389942655,49;27792673214,76;23895076506,71;29329538986,91;37987472766,88;38849339891,28;38637040430,65;39579439252,34;38720434689,96;41311958724,89;39489932885,91;42151326933,94;52641083521,44;63757139309,66;74357666956,85;84397189813,07;99941144264,99;117476197451,30;85955821061,41;92321655573,35;109214466156,78;104257570475,59;106008134700,26;103296835603,50;84341201313,60;86830696698,67;95877171128,24;109247739792,94;107348649694,12
Fiji;FJI;;;;;;;;;;;;;;;;;;;;;624492665,04;709771823,08;592636207,64;550737463,13;517088490,67;510228848,82;509312384,15;495457834,23;569530867,65;713813793,57;897899925,72;837286527,51;841184298,07;972240238,68;1085171777,88;1159496551,23;1252975130,05;1223730691,97;965975437,89;1192881803,41;1183312975,66;1140911886,15;1177923087,48;1580546471,15;1920600115,41;1897752808,99;2090861829,94;2087375023,29;2602685574,45;1706089891,09;2003440546,32;2460825349,65;2549025085,20;2911100249,81;2840256437,43;2451420671,24;2491096577,08;2727272727,27;3098974801,19;
Francia;FRA;7703448807,47;8273434930,00;9042716899,56;10367369962,87;12137117084,56;12575567948,04;14294826788,48;15606193461,98;17377269222,65;20853686819,13;22918389039,80;25770095892,03;32248374512,35;44639068945,20;62037643207,86;64439345265,41;75449330783,94;83706873495,59;97265988372,09;124740980573,54;157930766842,60;144292094146,05;139514921648,87;127109906188,14;125805749455,83;131050518323,84;158186381286,11;193330786860,20;214217597180,93;229069504421,14;276177568967,59;274783164748,29;289557620817,84;252823720176,05;281109404536,86;336601393087,13;341586100782,15;327048775005,62;351430953969,31;353524398039,63;371434494195,69;367426398210,29;381655373611,90;454338600451,47;538587037496,90;591804501927,62;653110023836,41;759099370380,51;854435330306,14;689420672409,00;742031316842,10;868987884447,48;818540713740,32;854548434796,24;878812509205,59;759722943088,24;762455991685,59;830791260481,18;913305341610,98;889359807466,67
Islas Feroe;FRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;463123806,11;559631317,91;611176405,09;584514826,74;610599516,13;869681375,90;769608252,24;908686154,51;1025526333,49;1336921579,07;1327573017,40;1085675912,63;1098380185,27;1342317507,03;1481743634,01;1496999804,14;1464516703,79;1268924924,57;1251615490,89;1427175937,85;1568840464,95;
Micronesia (Estados Federados de);FSM;;;;;;;;;;;;;;;;;;;;;;;;89800000,00;;;;;;;;;;;;162387700,00;182834000,00;182125300,00;180575600,00;172319200,00;169396700,00;184320400,00;173961400,00;186599300,00;187839500,00;189722600,00;195838100,00;195650000,00;226222700,00;243611500,00;243860300,00;255859900,00;266613200,00;262856300,00;236361400,00;247594700,00;242489900,00;260565500,00;262770200,00;
Gabón;GAB;46157379,72;53078875,50;56243568,93;70124240,08;77540103,44;84468787,60;97281594,33;130487348,09;145012559,97;171949150,80;123008734,15;199741094,37;311076213,31;416798916,52;668038561,85;1033535543,81;1387316653,25;1440086500,21;1121176289,14;1133406056,71;1353656767,40;1571772409,82;1435152241,10;1476646950,41;1431720921,05;1913133445,97;1861937649,29;1484012449,05;1602494055,17;1724720017,89;1836814829,26;1797631392,57;1889852814,48;1512752825,54;1603032258,01;1772673217,02;1879469239,12;1983293967,44;2177525350,38;1777483514,27;1655659043,71;1475000535,91;1715357297,51;1847633736,59;2076853934,29;2294207166,73;2899741130,60;3313621669,35;4172991031,39;3795566767,47;4526528581,68;5236193125,45;5390232737,70;5855447181,17;5279048163,34;4015443355,40;3659959710,30;3708781580,92;3627476390,98;3640935227,36
Reino Unido;GBR;;;;;;;;;;;27409685625,15;30419802871,74;35251670829,17;47697383635,47;65241243571,76;65516192477,88;67750427672,96;76182421070,99;89639071907,96;118543960186,36;137974171508,25;125162311093,25;122164287211,74;121368159769,59;127311250332,54;130997366529,77;152959718557,61;188415647981,70;229336405193,88;241405770615,18;272512448508,52;259732945326,28;275926649701,65;264548279844,03;294440260177,53;339187312608,49;367747269890,80;390581204977,08;409024511427,63;425843714609,29;446500226963,23;446758312940,84;476226019184,65;534997551020,41;634716221164,41;694992727272,73;791190432382,71;844037615046,02;851685661764,71;674542763670,35;749291526880,04;840470563631,10;842499860812,39;870053618242,98;915964888628,86;850218996101,73;809875896141,56;841968870614,19;915530698095,26;924694009499,87
Georgia;GEO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3514920846,72;1986754966,89;2446203314,37;1938101600,09;2743399815,08;1140170044,21;1001841200,42;1479432986,51;1340894551,22;1066705911,59;1212806558,87;1251368837,43;1439783576,99;1843081511,86;2455655258,76;3286864897,67;4388115030,33;5857048787,79;7425610410,52;5237832984,14;6114963810,81;7985650756,00;9138860291,89;9261753035,95;10019255819,22;8659322257,97;8483331220,69;9341701534,17;10770490509,45;11155423867,14
Ghana;GHA;431423304,70;474845780,18;393603729,29;423018954,61;413213879,50;549084205,99;417416054,55;348508152,77;347109528,74;399077904,52;503014656,06;489222600,15;321158572,04;404225352,11;631055900,62;518085106,38;443644067,80;368285714,29;354799301,92;448717948,72;406950207,47;224767428,79;120354808,59;242989412,63;475228310,50;612110906,70;1153286610,36;1328870748,30;1250710521,41;1278450300,46;1522368636,72;1683755434,78;1845128146,45;2172624036,98;2001557531,38;2128753127,61;2780426911,31;3651811035,16;3495721453,29;3830866091,52;3350893191,41;3444743962,03;3383649798,08;4320560567,60;5361416564,76;6631860362,35;8325437766,36;10137018335,84;12757654091,04;11019098007,12;14778901678,32;19416444364,07;21794702942,63;22377217876,25;19505247428,02;21187683788,29;20615994270,81;22649501436,62;23871613874,77;23713149959,75
Gibraltar;GIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;;;;;;;;;;;;;;;;;;;;;;;;;;;539720563,97;626828740,25;740909308,15;724403496,13;891764001,21;922121889,51;856409525,06;920887064,89;874985347,94;905906827,52;941918716,93;864746362,73;966133346,85;901093975,11;867392015,61;849347074,01;854685071,92;867999978,14;938538702,19;1031237407,24;1922724849,14;2988313292,81;2962825502,58;3177066500,78;2961065637,42;3620035688,60;4089175142,91;4519671005,05;4396562740,71;4480281624,51;7088908452,66;5842867638,94;5783505585,66;5607487977,71
Gambia;GMB;;;;;;;19266562,13;22035471,04;20989199,83;23077473,24;21394038,30;20720626,89;24111727,38;31865484,02;41878368,11;50236393,81;52005301,70;65618403,84;102909574,72;131010643,93;153323649,04;146040649,18;128849137,37;133366216,93;114896375,66;121703202,44;104144404,33;130802612,24;155879196,23;185466005,59;226976773,70;239290744,41;263205829,78;275121697,53;214067398,61;279037959,83;247309659,90;204004039,14;240030742,92;228252406,74;239267915,79;172597799,48;187843250,76;183930243,07;282216842,43;309496979,92;309274309,92;336061817,04;384410879,40;377490204,32;406575753,25;363423450,94;394206458,81;364299149,55;447782280,21;459500319,95;447005385,90;549737511,51;691368339,29;637323745,32
