Country/Region;Country_Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Guinea Ecuatorial;GNQ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7183409023,03;8303800358,81;11584326308,44;17621714169,08;11171995036,70;13991010001,53;16038364888,51;16098338224,40;14849115083,31;14357209503,54;7470701273,33;5779218083,66;7181837392,04;7809387582,78;6079488181,65
Grecia;GRC;429350661,44;470520074,74;435291069,53;534783250,42;510005047,28;588341197,37;803143173,51;834337698,88;806033869,22;893899660,59;1035806818,18;1190227272,73;1541636363,64;2600724971,23;3603863636,36;4034027630,18;4376557835,82;5057520814,06;6044090909,09;8266964121,44;10981806554,76;11196635916,36;9399265306,12;8143970588,24;8067826481,26;7715319516,41;9976100292,11;11898955712,13;12441705500,84;12624099874,11;14466921754,08;14929958870,82;17292881658,92;15285243757,43;16843841292,13;19745091925,28;20839186013,59;23223405715,71;23536858065,26;27447755167,27;30865641238,25;31036298881,43;30939794842,84;37446013544,02;49807418673,95;52808084815,32;57872322167,86;71726594579,80;82807605097,41;62641264240,07;66165509574,42;73490370348,67;70468158674,87;72806344689,99;76733682444,59;62031002163,16;58691179534,47;67164628376,79;78811714870,20;78038964372,41
Granada;GRD;;;;;;;;;;;;;;;;;;27000000,00;34000000,00;40296296,30;39592592,59;39296296,30;38296296,30;39000000,00;41777777,78;55185185,19;75888888,89;79777777,78;86185185,19;85333333,33;93092592,59;97548148,15;99566666,67;110425925,93;126766666,67;123800000,00;131600000,00;138940740,74;165718518,52;218037037,04;235727407,41;197133111,11;172622222,22;179535555,56;197736925,93;148871259,26;162306481,48;209545888,89;207800814,81;187237296,30;183762222,22;196181925,93;206490962,96;214246185,19;478518518,52;510740740,74;524814814,81;578148148,15;621851851,85;632222222,22
Groenlandia;GRL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;589143403,62;715995393,17;759542430,26;761014327,03;814482796,63;924148212,08;777481393,05;852474173,65;1020042095,85;978938282,26;1012250057,87;1093416481,07;939163780,67;1103569677,79;1156128367,84;1245985493,93;
Guatemala;GTM;131900000,00;128700000,00;134800000,00;180400000,00;199900000,00;223500000,00;263400000,00;235600000,00;269500000,00;305400000,00;353600000,00;343100000,00;397300000,00;536500000,00;708400000,00;792000000,00;941700000,00;1340300000,00;1303700000,00;1473600000,00;1748000000,00;1471000100,00;1288999900,00;1176000000,00;1231300000,00;1161565304,35;1160867534,25;1122800040,00;1262786259,54;1455681818,18;1608631682,20;1688639662,75;1886241442,00;2018135358,63;2274655724,02;2822490792,69;2791706609,54;3194396325,68;3524472507,19;3481400349,34;3895385279,27;5275584493,42;5463975082,14;5648926179,65;6464752708,74;6817724662,36;7537173335,44;8721105938,77;9673843690,48;9046785507,74;10667583174,07;12688288796,98;12530952103,76;11658261378,68;12579635808,70;12331463395,52;12387113909,39;13252465466,32;13323208187,04;13574693569,97
Guam;GUM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;722000000,00;631000000,00;846000000,00;956000000,00;1006000000,00;1005000000,00;973000000,00;838000000,00;846000000,00;928000000,00;1004000000,00;1053000000,00;1058000000,00;1048000000,00;1123000000,00;1129000000,00;1165000000,00;
Guyana;GUY;82949308,76;96774193,55;110424079,80;110599078,34;111240739,66;117823529,41;125764705,88;143705882,35;133800000,00;147700000,00;151200000,00;164750000,00;164000000,00;160238095,24;296590909,09;370500000,00;300280000,00;284360000,00;319880000,00;317240000,00;490319960,00;393107142,86;254400000,00;224500000,00;193263157,89;218069767,44;233674418,60;282142846,94;263299990,00;251948536,76;248683534,18;356599994,63;469762447,64;519140473,12;567658924,08;629152003,52;723896874,64;746591431,24;688346951,55;670497421,32;684731124,27;661420532,05;670242444,60;666355283,19;752856480,47;698037583,99;;;;;;;;;;;;;;
Ingreso alto;HIC;;;;;;;;;;;315160549431,81;354197641216,51;420112429242,57;568782129815,84;766168277189,44;824989897626,54;915121462554,24;1039463730816,48;1230936838840,88;1531237492099,18;1845441311766,75;1858828047391,80;1733134602559,61;1695990814261,14;1795830879910,61;1834043481071,05;2119800271059,16;2505462922232,53;2882662059754,67;3116916937911,78;3615447474729,84;3793972825624,81;4099556058534,04;4044011385572,42;4509968253543,53;5350338681233,43;5556964500305,94;5715506949602,63;5695584909805,16;5879130602439,04;6393023111011,20;6181245603831,05;6430064618639,06;7414601909707,09;8878529703048,96;9864221044459,88;11161161648706,30;12850123133565,20;14365087283750,50;11611713643758,80;13448337725725,40;15761317259713,50;15806967815333,30;16287464172520,30;16678906087069,50;14949017776975,50;14810870922554,20;16142937478400,40;17562927552263,80;17228766950306,40
Hong Kong, Región Administrativa Especial;HKG;0,00;1149077545,57;1263224321,62;1414306395,93;1609005531,01;1675916230,37;1889960077,40;2170856894,30;2451069004,62;3029243796,77;3541855147,80;3999563824,25;4818662034,25;6859419022,64;8133794419,27;8380004863,02;11516881422,28;13104032604,03;15674787027,35;20190497131,55;25613432205,94;28115506414,04;27405229081,20;28132742388,37;34837426451,78;37098885865,38;43008342624,27;57087313901,75;71728414040,48;81399120501,54;90213099180,98;106157607576,69;127907138981,47;144855214850,82;162013741524,77;182564440652,55;194351137142,34;204029268544,71;187184486075,43;186851434096,04;216355888694,94;207975842437,30;219708676864,69;243329095392,20;283708654340,01;322201406657,84;358400448003,30;394443817776,30;424120177736,68;381291699992,26;469444859187,56;528967240493,32;566884508277,04;610972021660,65;621071949033,42;606075105136,87;600021385414,12;644673433249,50;681282515787,46;649000752944,78
Honduras;HND;71800000,00;79500000,00;87200000,00;90600000,00;102700000,00;138700000,00;157400000,00;170600000,00;196700000,00;186900000,00;201800000,00;217000000,00;235000000,00;294000000,00;332500000,00;345000000,00;454500000,00;581500050,00;960859350,82;1168036044,66;1315331102,74;1227917680,42;1066168434,40;1108154408,90;1174230696,64;1257514350,97;1393796694,42;1312577924,08;1436852036,60;1520893864,26;1561384393,23;1573527394,81;1651611360,70;1811810868,46;2066441596,90;2590041814,39;2855718826,01;3270298692,02;3679525531,76;3395137944,25;3833918331,19;3931303628,66;4143693230,56;4452148105,46;5181716338,00;5757220307,66;6119755281,76;6614386798,69;7124821464,47;5766473847,72;7247910834,03;9077897775,03;9431576950,29;8869036740,07;9396713234,73;9475880830,43;9276487847,60;10082624078,75;10032351993,71;10099871473,16
Países pobres muy endeudados (PPME);HPC;2346690952,64;2607864011,55;2743446251,01;2981753002,34;3391919310,95;3743916566,21;3957567242,05;4103141354,09;4540083878,28;4834171505,95;5512001248,56;5468510933,55;6291283440,24;7499742033,52;10570711868,14;10901852633,09;12408409349,47;14483842475,29;15833112160,38;18787254535,95;21127487295,48;20053813239,20;19756362578,99;19281150869,53;21156100152,75;20604928223,44;21478292227,23;22257501066,83;21590909264,40;22488298910,32;24124625987,65;23823905790,99;23525081897,42;22626431113,91;24993945312,47;30282396270,73;32729078155,08;33127620446,51;33897380021,98;32952194986,80;36086257128,41;35943175510,12;40563550728,39;46599049919,97;58880246806,63;69262436377,93;83064258488,51;99731239549,25;121604518039,67;104489464398,20;129336867928,60;158280381255,29;161864820553,64;168173295219,09;174644046715,91;148591500191,11;143218928418,14;166885901714,88;183574256832,21;182231850591,08
Croacia;HRV;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6181600653,09;7276195023,16;7460809991,16;7498860849,53;7123027814,34;7638063884,82;8631397032,40;9710014690,17;12448198976,42;15347685910,89;16669918688,64;19123850275,38;22761205420,82;25575432905,69;20447389403,40;21635541493,34;24236617603,71;22335640412,79;23470755729,66;24953875401,12;22969269548,47;24574438728,62;27673923003,02;30811066855,25;31567697384,11
Haití;HTI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;426125800,00;356133600,00;368773800,00;358172245,49;170898224,49;203702652,51;139173369,87;256955764,93;329352514,40;349003993,92;368684569,87;508795815,91;461401566,66;431369397,08;390279690,40;473761490,66;507037036,10;614447563,10;394399999,03;728775560,30;837109819,01;932770955,57;802424194,24;1311687528,70;1323609689,69;1567189079,26;1662346422,76;1747466877,14;1600604975,73;1557912175,69;1768470430,51;1586190583,05
Hungría;HUN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9997910590,75;10695327143,39;9305672448,34;10964648336,17;18193517647,22;19541988133,38;22657803556,09;25780593157,61;27306222585,43;31569229766,05;34871552860,07;39305779457,57;48053312718,70;62016712553,36;70774176092,59;85375664242,60;109092692856,89;125363676136,59;97285176510,82;107203863216,49;122180632165,33;110624931420,64;115889090055,66;122873573562,82;109560505848,76;111124980759,44;122961374954,45;134579292776,65;134352236289,82
Sólo BIRF;IBD;33798323165,41;34008862471,32;35036330944,02;40917415644,31;41231740365,87;44602018428,82;47445834763,75;48524090462,97;51200099383,32;56159059617,51;61042964133,21;67785489873,67;80717795722,75;122404534273,07;202024490279,96;195623911879,23;225866109384,68;254291386806,26;264699415068,53;360678560841,29;445657924811,70;430040101887,05;435118610739,99;443389824935,66;462122441707,65;452181665660,52;405399225225,01;490266306262,63;572286209476,06;621261490356,85;666646836458,70;675929049361,12;965258604801,02;865626735589,91;922572325972,18;1079796045494,00;1167026539101,73;1256058668883,68;1205812645844,82;1259763218697,05;1509113532723,11;1492006892906,52;1626375378588,17;1950409657765,42;2504467267313,77;3088892111374,59;3758006605749,34;4542006563336,41;5470485098683,67;4385693782863,21;5621616567896,35;6774345487298,69;7062186849091,04;7263917523323,00;7281041864606,40;6461181503020,16;6230555339675,08;7041588771237,76;7852467820970,81;7788101439332,97
BIRF y la AIF;IBT;38647737721,79;39343546029,39;40789156067,84;47135820931,84;48089604103,40;52083883833,09;55385425679,90;56594468181,36;59925134573,01;65768565792,63;72175184795,53;78716192710,31;92895590455,52;138626826905,48;228085442602,38;221053088382,55;254991286539,26;289785530109,36;299538132650,61;406574924340,12;507195853006,53;483999109849,82;479599933492,09;481382163603,93;500874159713,15;492037734610,11;445036787673,56;536873699337,07;617525342182,07;676260944657,79;725911740001,29;738035835707,66;1029796989225,55;924365984202,50;984191159932,59;1158359290683,68;1252205154870,76;1346429884303,87;1289479414639,45;1346095456793,45;1615259331647,65;1595465564377,07;1736348168325,81;2077560629693,23;2653225331225,19;3267983983751,35;3994677155222,12;4797601253539,51;5792061271869,80;4647228269740,54;5973224979811,23;7207600318448,33;7517282386968,96;7682688598345,38;7724175376287,34;6827666569629,22;6578932021616,45;7438316761691,75;8298057278655,62;8247409592320,83
total de la AIF;IDA;4675017629,37;5070873330,37;5428331424,41;5914839409,79;6462756130,61;7043832255,11;7476844132,25;7605477371,09;8200836879,86;9028207484,29;10390036615,62;10299141627,44;11538560306,95;15556622064,14;25058802162,50;24432544341,68;28015525436,95;33785211295,97;33421489711,78;44219980241,77;58685625042,95;52027307793,25;44040518566,44;38640777072,56;39554118851,26;40350517456,92;39495108565,16;46646736643,13;46745626208,05;55646493346,49;59979111476,46;62965385557,54;64236324252,71;58540271412,67;61321168343,78;78507694622,21;85141039024,87;90221628189,71;83412216557,02;86027583417,74;105878723310,13;103138165019,62;109516763165,40;126434402961,07;147317567649,78;177032945898,75;235501669178,17;252004706293,49;319175180629,16;259995657943,78;351331931530,70;433850810473,01;456043962109,86;415021614019,63;441348944864,40;363146472232,30;344751579828,84;392925990508,09;441750980370,95;459148163830,60
mezcla de la AIF;IDB;1367550806,67;1405014428,65;1505666884,18;1751245629,84;1939585852,25;2125884762,33;2258433938,76;2234878122,04;2404253805,34;2811367995,19;3524125306,83;3592363986,72;4078161110,36;6457962717,77;12565045571,04;11040917761,49;13187689157,40;16659488864,09;15282008341,94;21908728131,73;33199019553,94;28355908709,77;23069841827,79;18374948611,36;18476302663,13;18677266434,10;16829005822,67;21819930720,92;22005476686,80;29180706650,97;30378055043,58;33237642484,12;33726351076,06;27517008954,18;28235437892,22;37522310679,18;41365797411,89;44507770816,27;36667294750,45;38669588080,87;52943412701,12;48747306130,84;50352716857,77;61695112040,82;67043440121,80;82161075166,84;122119988008,18;116577070597,14;155605910628,66;115294998823,28;166133230563,34;218464045904,41;231757181997,52;180984806637,29;189787919517,71;128750255753,93;108232705817,02;124571951885,58;147911902698,28;154268380563,61
Indonesia;IDN;;;;;;;;497382748,73;769173673,30;751533742,33;1175342465,75;1345889842,73;1816385542,17;3263373493,98;7482168674,70;6868915662,65;8264096385,54;10760963855,42;11251894892,78;15453888931,61;22088390908,48;23629067635,25;20176590282,75;22488286937,06;23177770004,16;20279854572,57;16387068862,14;18661070326,12;21110162562,00;24640067882,58;28982531189,76;33063806609,37;38801726176,40;42274397859,50;46896633113,50;53185312942,04;58717201041,71;60106038403,58;50555726234,55;49720260589,81;67621169165,83;62625875833,91;63956798804,50;71553141044,99;82744351781,02;97387627234,84;113143424880,16;127226102177,01;152090401421,80;130357798591,19;183480563627,39;235095130017,57;225744402474,11;218308408827,84;210820082760,73;182158299305,40;177886012771,60;204924485587,55;218580936570,61;206015217322,01
Sólo AIF;IDX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29312076775,91;29197667177,55;29997150643,25;31041243982,82;33169986977,76;41057033228,29;43836462106,37;45762237370,40;47352045767,73;47877155241,31;52902763200,81;54694462749,04;59653667326,25;64899002855,65;81011145780,45;95651101094,33;113450107006,27;136565433979,65;163233481262,79;146005341975,50;185538336143,45;214173896998,14;222756792383,34;236220278632,38;254142838596,49;238781835563,24;242197868082,80;274660388634,66;299484237578,00;310604391765,32
Isla de Man;IMN;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
India;IND;1652701652,70;1688401688,40;1757701757,70;2072702072,70;2104202104,20;1969760604,79;1900000000,00;2022666666,67;2144000000,00;2170666666,67;2361333333,33;2469898946,46;2878172457,51;3599135190,13;4808415667,79;5560820024,50;6868196413,19;7754744525,55;8670273695,50;10326383041,95;11439539833,77;11485654131,30;12009388988,71;12741342694,50;13330753440,79;12217464494,09;12937864153,60;15638662913,98;17899797605,81;20770717303,63;22639774911,55;22943398073,30;25486060890,60;27466578243,42;32361287610,24;39068859788,06;40803024157,20;44459245982,73;46426482685,17;52544410650,25;60878396865,53;60963525504,47;73452725999,41;90838365703,72;126647719432,56;160837835640,20;199973922363,78;253077318576,18;288902151603,70;273751836387,13;375353472834,94;447383950836,26;448400543291,47;472180427427,90;468346037554,22;416787832621,80;439642787829,50;498258560860,39;538635201541,98;528297765706,59
No clasificado;INX;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Irlanda;IRL;;;;;;;;;;;1454713664,71;1647964737,45;1954551534,23;2545049199,31;3009302154,30;3624898954,70;3914806113,78;4973658469,57;6547734823,32;8154123146,36;9647829745,91;8965732031,94;9241996422,98;9750544191,05;10718899607,31;11493861081,04;14098607460,79;17787862827,72;20998869826,03;23122496930,46;26973256480,40;27672816580,05;32659492161,33;33215376206,54;38803597173,14;50831601010,10;56772634828,63;63903020534,86;76059819446,00;85474947794,59;94350575824,58;104034596868,01;115762642574,82;132827528216,70;156134966476,29;168438063673,67;183349584744,70;218046241445,39;231348889702,65;220333632953,60;228856073462,40;246474988693,60;235146135941,21;247284125970,82;284384975373,99;355527858799,83;363078143594,02;406295321979,12;468110564260,10;492852235259,61
Irán, República Islámica del;IRN;581541416,50;607915176,24;680443017,82;755608234,98;882202285,15;1000884205,94;1106379247,52;1306819827,06;1507260405,28;1756492440,92;2026823485,15;3172763372,94;3936283735,97;9056140483,73;21889677076,53;21091425210,52;25319975895,65;24821052416,44;18308804922,31;24176515151,47;12961626484,11;12431487008,13;21524982662,34;22725836919,34;18359078549,98;16006784597,59;7802605538,86;12271835669,73;8964962592,01;11841502481,86;16573631049,43;;;16197325830,87;20321213940,57;20900063457,45;24315730858,19;19682874297,97;13986840980,16;21963669399,33;23526115003,49;24491811633,61;31402849782,61;37814191933,22;48018138114,80;68684788609,26;79540915795,99;100918493002,57;109587110082,56;94569965268,74;118779370294,38;148867191175,97;144500154947,96;123735346887,80;100127507580,85;76002457206,42;93645150666,83;111078806814,43;150855203199,30;
Iraq;IRQ;;;;;;;;;;;1225147017,64;1687411598,30;1519074797,24;2378672829,32;7029800203,18;7042668472,74;10185912631,22;11148662377,24;13467998645,45;23617676938,71;33905858449,03;12149678293,26;11224455611,39;9994853650,69;12011257639,11;12141202959,15;7776777098,75;13146027661,63;12305242843,36;14418140881,31;13848182695,40;;;;;;;;;;;;;;20610853097,20;27149419157,61;33242357811,52;40777440220,02;66238928162,02;43994500000,00;54598900000,00;82505400000,00;96898668089,22;93100000000,00;97000000000,00;62728271351,46;56139715352,45;74196331075,55;98608439243,15;89078156326,77
Islandia;ISL;;;;;;;;;;;233403409,09;247179545,45;289636301,84;404493509,38;468893446,72;461359141,18;568047977,16;716305626,79;903769318,73;1066704197,39;1182341379,02;1191331358,49;1016617819,70;1081525794,19;1072642417,89;1183251878,57;1516684742,68;1864331466,60;1910725647,46;1873815605,40;2144153349,64;2130770641,55;2113685371,16;2007806080,19;2251420699,87;2493202373,72;2658457142,86;2689823903,49;2871531716,52;2915176780,91;2899576892,74;3040593607,77;3302574881,33;3728058128,77;4480162911,00;5111368381,61;5305963964,09;7104605058,15;7274936297,51;6403939043,21;7113368301,95;8301011805,83;8100784833,72;8576815577,61;9149131979,65;9008379949,52;9822037164,52;11290680187,69;12229403876,96;10962010845,86
Israel;ISR;;;;;;;;;;;1533333333,33;1597500000,00;2142500000,00;2675000000,00;3730000000,00;3693333333,33;4201250000,00;5576000000,00;6457058823,53;7612400000,00;8973529411,76;9198596491,23;8632222222,22;8851992882,56;9629546384,72;10198922724,57;11178267912,35;13255985827,17;14621717430,73;15659559590,90;17523657871,24;17213774735,64;19669420519,70;21077097275,71;23954773338,65;27571480755,82;29755302816,68;31990781005,39;33140443672,53;38228132473,37;47072572535,75;40928026250,09;39832200599,43;43969829384,51;52997322623,83;58113510261,38;62832039140,00;72419366617,17;83148272017,84;68878518932,94;81346358293,38;92517058962,78;92712719859,98;98881721522,03;100062745865,27;94592170147,08;95661404133,07;101717835745,13;110404284233,75;115706785190,51
Italia;ITA;;;;;;;;;;;17194739776,95;19424023096,13;23697035192,56;28263779475,26;36967362310,21;42652568208,78;45043912537,80;55073254333,99;68300727812,00;88125534840,36;96339527470,04;93313282234,71;90239862562,63;90083429372,77;91976627727,57;95474838251,70;119777358098,45;144899858081,86;156726916096,40;171957047699,69;215684612152,55;212306182300,61;230753561665,36;217241821090,19;240410654418,83;289818376322,36;311106537834,11;299911323328,79;305612133377,94;290478798210,10;293137645107,79;299327248322,15;310148691887,82;366810496614,00;432951701018,13;456971272229,82;509838539706,44;604759102107,86;644399443386,55;490819811058,63;535084697851,79;615914456420,62;592296659208,26;613128022773,87;628498583012,69;545555493736,34;550131830748,18;602933211569,65;656105022729,88;631203835923,14
Jamaica;JAM;232379252,41;249069438,61;256772644,55;282449951,00;300424051,52;323533529,33;410751784,96;413835956,92;399255970,24;437897515,90;466818672,75;520773294,91;614592833,88;601285460,99;847321526,78;1008689913,10;861511384,89;967330326,70;1072383782,64;1207842248,41;1368305770,74;1405804423,49;1252890928,48;1291947003,42;1319189408,54;1173209045,44;1345412391,84;1531795068,07;1670334930,58;1921108571,53;2207168708,24;2044050810,15;2198847359,72;2382795698,92;3010844097,33;3352842998,59;3334013422,82;3399380456,21;3367967257,84;3455357142,86;3485422469,82;3270023893,23;3184139920,98;3452734543,45;3819978691,84;3966076168,06;4787759776,95;5085110749,48;5750176617,25;4179085968,23;4142696749,05;4386641596,86;4469328381,59;4361405965,66;4344149024,88;4245565949,50;4478412406,57;5132360928,23;5964662473,86;6247130490,78
Jordania;JOR;;;;;;;;;;;;;;;;;553313253,01;694503492,26;870746073,30;1136197136,20;1579389056,73;1913438256,66;1901276595,74;1761498209,86;1940962288,69;1980486568,68;1811714285,71;2233973412,11;2727224151,75;2365993734,77;2489227060,42;2493170803,35;2667843630,48;2821789147,06;2984831258,05;3479594748,86;3663187588,15;3568401833,57;3544310014,10;3529798448,52;3538928067,70;3781805359,66;4552186177,72;4829901269,39;5998589562,76;6713822284,91;8201269393,51;9387588152,33;12699309567,42;11061126760,56;12751830985,92;13743802816,90;14307464788,73;14227605633,80;15524929577,46;14120563380,28;13538028169,01;14300140845,07;15092676056,34;16179436619,72
Japón;JPN;;;;;;;;;;;22026785841,67;26966713726,02;32270972030,77;41576284285,30;62536307378,91;63986133887,04;76182443149,19;90568192249,82;108052061240,71;116997148836,36;145104895104,90;172133957389,23;157932877703,94;165328697491,53;189757601911,40;194350282012,18;226862362760,93;251695445510,33;294098322534,93;308906500517,53;320166445085,21;350773940717,13;378844907237,43;404340733359,83;441812660090,52;488883643987,43;458190957638,00;465703619032,51;424400692714,50;454007135658,28;519273793561,02;440213809225,63;453412607267,04;517443189414,62;624622665052,27;666349114756,00;719102350573,05;789869515555,80;877807071435,14;655016933828,22;857109901329,89;919000611151,98;902241999043,11;820552895623,52;850777160708,39;773029478086,50;800719531904,19;863958580239,17;917873408507,38;
Kazajstán;KAZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18432373393,08;8870943454,43;7876567832,00;7940654090,66;7418919320,53;7739646727,42;6716763867,04;7163702484,89;10353710600,38;10166983108,42;11576893016,14;14928759197,68;22654791781,53;30386570590,01;41291971410,76;51704436894,04;76257057403,54;48243324765,91;65502334498,32;89503257382,31;91747467851,45;91381254223,38;87108779033,85;52581510794,97;43714755377,60;54041337296,51;67477077554,25;65830956499,02
Kenya;KEN;246049901,37;259433896,00;278123874,51;296813881,02;333479880,32;313319874,40;377439848,70;350839859,36;397879840,51;430639827,38;478239808,30;509319796,43;560279775,97;685432764,63;1001288176,96;972056798,31;1127505379,78;1571184005,45;1534663179,46;1605552323,52;2144500526,72;2087869962,01;1714496080,37;1551597959,75;1656202769,97;1552098224,33;1871195192,43;1698200957,28;1869200100,30;1907852234,54;2202462461,61;2204292981,29;2155748038,29;2237655076,70;2647693121,93;2948351560,77;3035628835,91;2975495234,27;2842655387,82;2686592359,60;2742778003,43;2977896209,54;3273521678,34;3590023638,48;4283010819,24;5341992929,57;5935981292,86;7004914019,51;8138887724,38;7416382252,56;8262811548,69;9072837988,17;11205421267,82;10978241559,45;11243137683,09;10608329725,96;9912812646,55;10448620986,76;11564073025,50;11490738307,68
Kirguistán;KGZ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;781250000,00;908333333,33;824375000,00;680113636,36;567538461,54;489454732,51;561760456,13;676860146,91;600501762,43;527140642,42;573185350,36;560092476,96;635535283,25;742293893,69;941138691,61;942411696,15;1182432651,19;2012051034,00;2752393737,73;2565386524,83;2471698687,89;3380167259,38;2932959610,25;3099060450,35;2796701463,63;2350024277,83;2440818089,63;2638474037,52;2613813420,34;3160773135,01
Camboya;KHM;88571428,57;82857142,86;91428571,43;125714285,71;117142857,14;100000000,00;71428571,43;85714285,71;91428571,43;68075117,37;41411595,25;;;;;;;;;;;;;;;;;;;;;;;406842504,95;719965851,77;1073111830,14;889438538,64;1157570060,48;974763067,89;1426037338,31;1821397244,68;2093243559,45;2374299969,16;2632863068,26;3395176611,33;4032880210,24;4989881264,85;5643664446,09;6784981006,63;5119870899,21;6080135276,72;6938312829,37;8136084082,97;9500429495,11;10456414664,84;11140147276,58;12266568264,95;13457559457,26;15135150382,15;16549259440,99
Kiribati;KIR;;;;;;;;;;;;;8350898,20;16679982,88;59432058,20;37235240,21;23185873,15;21621202,04;24820876,73;26118935,84;18459120,93;12675706,73;10818135,71;10481801,80;16809302,33;9526084,22;10251871,66;9856322,64;9813579,19;9705993,99;8053859,96;10416342,11;10020564,04;9700530,40;10645781,55;11355967,38;8939666,64;13221908,86;11076014,57;12960000,00;7960111,32;9891745,11;14016353,36;15900836,63;12470583,91;16078350,52;12048192,77;22188519,79;20747357,83;19815941,35;19136855,62;25804022,69;26425761,03;22121065,84;24099513,25;26736533,69;34309396,37;29434396,08;18946503,29;
Saint Kitts y Nevis;KNA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Corea, República de;KOR;103762704,99;97683169,97;109000419,23;157385220,71;171665671,40;222484984,98;331687182,13;442518113,26;620639797,58;814720988,34;1030074703,76;1255365115,94;1803049199,52;3319943763,81;4344697999,85;4934710743,80;7634504132,23;10014876033,06;12990909090,91;15836157024,79;18598850896,40;21836189301,50;21445122284,84;24472574927,49;28184322191,62;27219948966,69;37350048216,01;51508564620,64;64845584918,04;67555773985,05;70825844919,18;78616895070,57;85583424069,69;92953766803,29;111596614599,54;145749348477,19;151334079184,54;161499858087,44;151556327777,14;162143469995,46;195550063662,73;174088180388,69;186748435364,36;220638044326,58;291526211015,26;329861919056,69;375223465252,33;438465966315,25;498972049006,64;426523458607,76;538898293429,15;668440747705,41;691553300804,60;703109248740,17;709970494628,10;630129491251,22;602034550194,78;664731199232,57;719489868241,71;657825602872,94
Kuwait;KWT;;;;;;1419770372,44;1570988518,62;1453374404,93;1643797255,67;1758611033,32;1719126295,16;2574557708,51;3053511705,69;3890424814,57;11048772169,17;9675862413,79;10233925786,59;10181437892,53;10934205743,37;19294501447,18;22438031446,54;17413917144,91;11761027787,43;12339965694,68;13042891252,96;11509308843,09;8269098761,18;11750987082,88;9842293548,39;12739959496,26;8281249652,78;1860710517,06;8036810156,78;11437086423,84;12636363299,66;14235924932,98;16466265865,06;16043521266,07;11377952755,91;13837056504,60;21297262059,97;17900228236,06;17015465613,69;24939597315,44;33831014591,11;51691780821,92;66560992419,02;72698803659,39;98400297619,05;62977762334,95;76953942777,39;112775362318,84;130085744908,90;123413258110,01;111412508784,26;61598537720,17;52118503806,69;61796900758,33;79774834437,09;
América Latina y el Caribe (excluido altos ingresos);LAC;9129589167,42;9625587336,66;9983945965,81;12324458992,95;11307681988,08;12396089148,52;13136286430,82;13303124002,15;14088380476,60;15670594702,14;17234690087,09;18865488525,37;22535514471,90;31112989978,42;45410107398,02;43178280388,78;49725886742,99;57096037271,38;61590952674,37;78104592664,83;96649472504,18;106140214230,25;101406826514,58;104800271489,25;111132527863,63;110695929447,62;97172838222,69;104487686240,22;129789489955,22;140230855683,33;161517539728,61;176635043965,54;172198109257,14;183915715822,53;214130172017,53;250439994817,20;280995448139,78;308317321806,19;308411332606,19;324163563217,04;386329855052,84;372539454497,97;376241506722,01;405522093794,26;490813683848,12;588422630469,73;686318544161,12;775027609070,44;904002466503,60;712740533009,53;948354967001,62;1116120320129,74;1136270908264,28;1129853181128,09;1108803201744,85;997019675721,80;985927798853,92;1092877956605,50;1186768255393,80;1181920374295,09
República Democrática Popular Lao;LAO;;;;;;;;;;;;;;;;;;;;;;;;;48571428,57;95555562,22;64210523,16;66241427,16;81630154,18;86618700,72;98057227,27;133175703,91;192017652,08;284956361,05;385700002,37;409499988,57;425300014,01;417400000,08;466700003,92;521789232,36;530820000,00;492970000,00;505520000,00;475490000,00;589520000,00;792320000,00;1317450000,00;1419520000,00;1804880000,00;1754720000,00;2522100000,00;3529720000,00;3860150000,00;4558720000,00;5407500000,01;4885880000,00;5248980000,00;;;
