Country/Region;Country_Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019
Congo, República del;COG;26943546,43;29515424,45;50771655,42;62818525,20;70846987,31;71410810,77;65939853,03;72357447,74;76343640,58;85012891,11;95512627,98;104954865,95;116257095,68;171385616,28;311584817,76;275298406,70;304665659,82;348827333,66;384211648,26;568348371,03;1023762093,67;1156656680,89;1194134307,48;1215274929,33;1351850300,61;1227120964,24;736631970,12;958951542,19;898779925,77;1159530945,41;1449116806,34;1134481581,27;1193589829,76;822017114,20;1035379941,85;1369151278,46;1739316246,00;1755897499,51;1487018125,89;1701642896,67;2585496314,98;2165209434,71;2473412989,69;2831441638,12;3750252499,16;4987838979,90;6253141117,13;6014868990,63;8551336322,87;6269575545,82;9010344298,63;11524199753,59;10276402426,14;9506330841,33;9521187838,64;5080489780,56;4598648747,16;6442159723,46;9709768353,75;8475348645,10
Colombia;COL;632672494,35;589865537,31;605741204,43;579510844,44;714265144,44;699047619,05;541851851,85;653146477,15;701707004,18;808812068,10;955259648,02;935820962,91;1149373247,91;1539558029,33;1798616360,41;2071845444,99;2615131863,38;3283905564,23;3867783604,04;4251544715,07;5416924889,43;4312469259,96;4252517718,43;4050952667,79;4546303965,09;4818142148,54;6582202894,25;6165155372,87;6386221631,41;7118228010,96;9024672480,39;9389847563,38;9649972062,93;10089611942,60;12254186688,40;13444770139,33;14767813598,72;15829917576,65;14773797430,03;15812211474,83;15897088339,15;15111975248,92;14513777086,90;15687092169,75;19635451077,64;24713096696,01;28652692001,16;33882152640,93;43859076278,11;38170172499,01;46826832158,27;64565472465,69;69774771037,10;69111202876,01;63397044931,49;45930514341,45;41623750618,71;47235694691,14;53017149213,86;51123470287,07
Comoras;COM;;;;;;;;;;;;;;;;;;;;;18752561,79;17348160,36;16259717,26;16931592,38;16319833,03;17384173,77;24669148,12;29823580,69;31499531,47;30175018,87;37963362,56;37475474,51;40417152,77;40016216,97;28203731,61;35209696,84;34997132,88;32203525,73;32703609,92;33793543,43;30950452,50;33446307,77;37638993,56;48323485,23;55994447,58;57775592,89;61714688,82;71414384,22;75279521,67;84304807,13;87519203,27;101862710,84;90876019,44;101000284,27;111239529,27;97918670,09;108098877,23;128229503,78;156131476,71;149339045,76
Cabo Verde;CPV;;;;;;;;;;;;;;;;;;;;;24288324,30;29942601,56;32243019,35;34103853,20;30064775,40;31179559,04;33573415,15;42578568,10;44159711,38;51418167,41;52576490,80;52976389,20;61728160,19;65033421,61;61175342,83;83482492,55;101395543,12;134631485,12;118975529,25;124265005,51;145630289,31;167834263,05;202095934,37;255294474,07;295820489,46;367187288,19;500015668,82;545279858,85;660191834,32;531989156,82;543735621,94;662759015,55;704245132,59;749300524,24;750676236,99;717082167,76;735539143,47;812736072,67;968366816,00;1008054463,89
Costa Rica;CRI;107517342,94;102289846,34;108885580,67;113065968,93;132494248,21;133796226,42;160407547,17;174037735,85;214867924,53;227033962,26;274128301,89;288614205,08;374287867,37;470903291,81;552345523,33;589474912,49;697444574,10;948424737,46;992882147,02;1086476079,35;1279264877,48;1135278197,70;1175166480,87;1134009178,91;1258544844,57;1204104950,50;1384953405,02;1433877648,56;1570096318,78;1830043151,28;1952841380,82;2403995650,58;3021544791,58;3453398969,70;3763146932,48;4414827041,70;4672770398,63;5248818522,79;6015987690,03;6066566857,32;6445399583,37;6471720164,50;6502965357,40;7024720849,35;7855095380,08;8710569530,64;9839017111,20;10910386062,75;11953067007,06;10647948764,50;12363101561,25;13886078378,10;14950204991,04;15586637116,95;16313862272,84;16884667693,86;18345150588,70;19160941533,68;20272942762,96;20884707651,59
Estados pequeos del Caribe;CSS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cuba;CUB;;;;;;;;;;;1857363400,00;2255959900,00;2654199160,55;3258402050,66;3719910243,90;4251739756,10;4499232764,92;4635330843,37;5819724675,32;6377068904,11;6521956666,67;6565420000,00;6838236470,59;7224138183,93;7766066363,12;7725366415,55;7687511279,10;8295404425,79;8794332849,60;8421585287,71;8662106515,96;5332907602,02;3736544459,46;2951182567,57;3766477027,03;4078053746,97;3831000000,00;3785600000,00;3668100000,00;4123500000,00;4318900000,00;4193000000,00;3872000000,00;4649900000,00;6120800000,00;8962900000,00;9870000000,00;11917900000,00;12506400000,00;10839000000,00;14519000000,00;17319000000,00;18659000000,00;18593000000,00;17812000000,00;14941000000,00;13690000000,00;14083000000,00;14505000000,00;
Curacao;CUW;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2158100558,66;2369776536,31;2170670391,06;2281675977,65;;;;;
Islas Caimán;CYM;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chipre;CYP;;;;;;;;;;;;;;;;173853062,59;286578511,56;351377554,13;408069622,37;575808862,28;975007960,20;1048990794,98;1099530332,92;1089019577,31;1245251944,17;1184542898,27;1391979209,04;1751888794,15;2057181806,78;2348366627,22;2879463636,36;2716934974,75;3418539504,56;3129819787,99;3541279880,95;6631689521,35;7029131744,04;6605714937,29;7040542986,43;7025878101,40;6986380772,86;7092287795,99;7126828846,15;8402847112,12;9853627500,00;10265955726,90;10726039392,80;12765499589,38;13945071041,45;12641150319,53;12963934773,96;14746191536,75;13816180136,19;14665650152,74;15289807360,17;13909862420,95;14780402922,29;16705465431,54;19040523145,96;17931937758,87
República Checa;CZE;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13409039102,10;11474470977,37;13872829182,88;16321369052,93;17751255167,62;24185606631,50;25697102986,90;25027225177,14;28093534317,19;27868246878,72;29733777253,82;33128639672,73;36991594020,51;46770321528,59;68363528120,84;84772805062,32;101376993751,00;125712955252,12;149079880738,30;121028432041,13;137030722710,20;162580614171,82;157992900012,77;161004654093,94;171578513790,20;151477127902,84;155265095693,86;172776198149,13;191590012233,52;186483271375,47
Alemania;DEU;;;;;;;;;;;32653136322,34;36398285284,11;43630361283,20;61171397731,43;81209935001,13;83951059702,68;93928512505,83;107969326202,31;130594790652,39;157096457155,05;176955788680,87;161173729121,59;162071569275,41;156382687859,06;157534514466,36;168036205155,46;222718701251,91;268502189336,24;295521329769,46;311964421096,43;404575941169,35;442284030642,31;473095804633,69;420757127646,99;465506809690,25;568725262726,90;570870808422,15;560966614031,13;591248193842,39;591540592371,62;599415883545,24;619095302013,42;674217955957,09;819022573363,43;1003255525204,87;1083100360651,66;1239754108643,83;1482170818505,34;1633721986231,14;1295234787440,96;1445674190819,17;1687123287014,19;1633411861143,70;1695362721155,72;1771815762504,47;1574770573361,09;1597589468978,36;1738342097541,18;1877737746814,90;1810593293176,47
Djibouti;DJI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3197791277,34;3507484773,87;3437846049,97;2619693900,52;4067437542,20;4494480081,03;
Dominica;DMA;;;;;;;;;;;;;;;;;;15000000,00;19296296,30;12407407,41;13000000,00;22888888,89;29703703,70;32888888,89;32000000,00;36025925,93;59766666,67;67255555,56;78559259,26;72303703,70;90718518,52;92314814,81;99681481,48;97325925,93;105700000,00;111600000,00;121400000,00;137148148,15;151603703,70;156814814,81;144511111,11;121248518,52;123167629,63;118410740,74;130478222,22;129259259,26;144444444,44;147844259,26;156733703,70;147949185,19;179282481,48;196689407,41;165061407,41;174724000,00;177991851,85;257574629,63;266099407,41;219990518,52;162867851,85;219805148,15
Dinamarca;DNK;;;;;;;3345823849,30;3491604729,37;3642678800,00;4118477066,67;4636162800,00;5119658107,00;6134824083,00;8596329118,11;10472333426,31;11887428561,48;12587275103,39;14117650586,35;16550378631,27;20570160615,85;23118475664,93;22322851587,73;21672296937,26;21784408091,85;21450892184,69;22827227077,12;28448676059,82;34688518632,22;38843912798,04;39815296435,12;50354023850,31;52463311498,48;56509037126,62;52361217939,82;57548746187,47;67734639975,72;69550401641,75;65532780528,43;65817213019,34;70026519451,85;73620705669,85;75069907723,36;81644271219,93;95609830896,97;110424226102,05;125495372442,43;143507666980,56;164447276484,74;191436160530,39;151388412766,51;162681442014,91;185143000979,61;178723084177,09;188383264163,24;192780904237,00;167735890269,84;167285255408,27;182923569688,05;200901417307,83;204185256980,28
República Dominicana;DOM;172100000,00;152100000,00;196700000,00;195000000,00;202000000,00;144800000,00;160800000,00;187100000,00;199500000,00;227400000,00;266692194,10;300134133,00;422847716,00;529005316,60;749535909,40;1039406496,90;880982316,00;966710293,20;882809470,00;1211190560,00;1375636561,00;1634265437,60;1359153859,50;1565486936,70;2519773063,60;1319817837,18;1404403987,19;1487367353,31;1853156237,22;2050889905,36;2165302159,45;3901318899,50;4179533747,71;4760104000,00;5309706349,21;5847170542,64;6363926087,33;7050765408,12;7435818784,05;7743976455,28;8627787837,03;8164561739,86;8337730915,71;9022076949,27;9185102419,97;10136192822,33;10691561561,56;11766035397,46;11504530547,28;10149743214,54;12213199947,77;14035641484,53;14917450219,26;15775319665,93;16896682554,22;16909888522,25;18100528866,48;18945236857,42;20149516087,11;20518119286,54
Argelia;DZA;;;396168199,31;667230625,89;729783512,25;708918190,84;789937412,65;789937412,65;891211439,91;1012740272,63;1073504628,22;936367707,53;1382755698,29;2222671246,72;5118637700,92;5241302552,29;5860031461,65;6414584619,47;6732393454,20;10354760932,19;14540716742,67;15338986630,52;13980227233,13;13635984129,64;13805836196,17;13664028063,96;8188005040,41;9525773298,97;9163454470,14;10369299881,72;14545657769,59;13311319293,02;12154240350,80;10880274367,10;9585149853,10;10939999981,12;13969999892,24;14890000201,02;10880000226,43;13692378405,98;23050102311,99;20085454898,66;20152476092,47;25957119968,99;34175414544,80;48714922833,17;57121832267,44;63469316609,00;82038309074,02;48532072952,51;61955415938,72;77674908716,54;77109084461,64;69649242882,34;65201041459,78;38548939876,57;33394899059,10;38511674028,67;45231560891,94;38999162479,06
Asia oriental y el Pacífico (excluido altos ingresos);EAP;5583220859,92;4971696977,05;4759990464,60;5392574823,20;5887402345,12;6649241375,72;7181879705,19;7017257165,62;7336567799,01;7703436051,62;8238703069,09;9101444459,77;11158424893,50;18234971245,29;27545204351,91;26399387151,09;29628327114,53;35260851215,73;38067553581,14;51993737334,99;66980985358,55;72134747185,24;76511716951,74;79557653599,84;87644615215,23;84107686964,90;81934483368,66;102060043503,28;125443702621,55;136041614023,79;158074440160,06;183339883243,25;215221445517,58;243066516486,47;307685263996,21;379711587859,72;428409378566,11;472485951134,66;439524327852,67;475186789447,28;575966363064,31;571323307134,82;648645098219,70;799814729736,45;1026412103173,94;1256929950522,19;1554005306259,33;1905255389410,15;2241256773915,18;1898069178417,97;2472698396875,73;2964723137976,52;3161224415861,65;3364355998091,47;3496654815987,34;3335097824354,43;3189800472477,22;3544203023104,15;3884341645359,77;3870382935307,31
inicial del dividendo demográfico;EAR;;;20479053429,67;22912527503,59;23264968537,49;24574235967,51;26060751765,69;27424059763,57;29053883936,30;31203030216,25;34647535222,80;39193211539,56;47796489785,03;77743458647,05;135379491500,14;137327739557,21;155691492568,73;174181316817,85;173563526078,36;239819751750,53;318462341267,93;339303930671,06;298727220931,86;274424628856,94;263643259693,51;247933414637,19;210889424756,60;244193527818,48;274515451997,83;302397573276,57;366998224330,48;380945209850,53;410618524658,92;424136311878,96;468064269889,56;548342958989,74;623747465199,99;667465645079,89;623000982106,32;674286406756,36;822675157677,20;777637502254,36;811594686326,97;931192564216,10;1156858544214,67;1426557169636,23;1679739539428,29;1944004415235,21;2294977628184,42;1830360593466,83;2362001231908,67;2812737243651,01;2919820625602,06;2912698817003,96;2827483472073,17;2425359107259,67;2409057419980,47;2714142573637,06;3050007009074,91;3032718470335,80
Asia oriental y el Pacífico;EAS;21722189300,18;20446474769,71;21188887181,96;23502409386,08;26353816730,27;28127426121,01;30702207623,87;32472985860,48;35548246495,59;40116368602,54;46074167832,69;54256704816,60;65766598234,60;92055738482,08;131983236571,20;135291492232,02;162287010988,87;191354051639,16;224071897745,28;267422568467,32;337500972642,20;383998172147,91;373488013354,57;388775464264,47;441079014414,83;443748858605,60;500260382249,40;600109638932,73;725539436461,38;786241199735,13;845095040850,80;954457441289,10;1061762378673,37;1162627304838,74;1339640169651,19;1582049241708,85;1645008790351,24;1730821775192,96;1582635135000,40;1674295049013,80;1975681805531,56;1825290017006,13;1960923109570,81;2291789735183,32;2849789643100,90;3287158916081,00;3827690064321,02;4462103453449,40;5095285105059,59;4271874477324,07;5475777448959,50;6441010506887,76;6734829707422,74;6929582106615,68;7123875660672,93;6639911982084,68;6410705371501,88;7087546907760,20;7698513154478,09;7565707683994,91
Europa y Asia central (excluido altos ingresos);ECA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;206838966526,36;179603808027,78;142045541355,65;384349348448,37;249170734839,62;192863981308,28;207259859492,21;196162863959,41;204547013640,64;195665638249,94;183272861230,18;227268062978,24;228619839656,09;249227355442,31;310025316083,81;419649605754,19;522972415356,16;638581702241,27;775928898028,28;1021164864956,96;718951379749,34;886091898131,66;1138872902466,07;1188356914049,47;1195038455742,92;1149336367623,84;864082298901,89;776436265958,19;922471809380,16;1085922757948,32;1071635407449,15
Europa y Asia central;ECS;;;;;;;;;;;204654429711,93;231572846291,71;277759906410,32;372354880725,05;481188693273,03;524184467199,66;570417523843,68;657625516792,30;798939024067,14;995841484837,01;1149613220777,00;1075334872118,15;1033426311794,59;1010909481595,97;1035178945901,61;1079665036925,23;1319703716711,52;1588007530703,31;1770323923661,67;1877879202370,39;2246395223773,26;2261081031630,68;2657719509029,84;2363812912047,23;2557906124795,81;3089658833778,98;3181842264465,76;3193893353051,70;3300800711924,71;3313856635159,37;3455999757113,42;3496831653667,70;3732528094213,14;4465182902129,76;5406892330710,91;5967905991645,05;6801867906760,24;8010201555860,87;9035810703847,10;7142004213983,12;7979815497225,76;9400949575721,52;9191990866017,39;9583379178958,60;9803474762427,62;8610882513518,01;8578892931801,60;9434820830159,17;10418345153845,40;10253363976184,50
Ecuador;ECU;197583745,85;157101028,71;155487287,04;168447595,43;199730280,62;214348750,22;254730107,42;258096721,24;285128679,28;264625851,05;270255549,70;291407689,19;395314497,96;695769524,08;1494867579,72;1242549628,59;1457947881,90;1797611703,15;1756420957,95;2538499855,29;3066326874,45;3188264326,39;2921017218,81;2668860344,89;2938789738,25;3375176924,81;2393509352,64;2142867204,82;2480622111,02;2817483588,93;3469125960,22;4021964982,49;4366816408,20;3794531265,63;4605277638,82;5201004502,25;5618746373,19;6064677338,67;5006507253,63;5181939969,98;5888259129,56;5682217000,00;6135846000,00;7329307000,00;8984844000,00;11463499000,00;14196499000,00;16287685000,00;21100364000,00;15785663000,00;19402439000,00;24671849000,00;26522271000,00;27243506000,00;28536122000,00;21107369000,00;19492639000,00;21727767000,00;24314052000,00;25129245000,00
Egipto, República Árabe de;EGY;;;;;;847750109,22;862076408,37;943166740,38;700000000,00;877723970,94;1091183119,82;1140015302,22;1182006204,76;1366851945,43;1879700810,31;2113327487,94;2285998013,90;3108577442,55;2947998787,14;4774142857,14;6612494097,01;6853648648,65;7282512315,27;7101280558,79;6987744571,06;7119673332,64;5706267539,76;5106048703,85;6076093128,90;7073523337,46;8748317631,22;10269192422,73;11885776186,32;12034813925,57;11714116251,48;13565319964,61;14033018867,92;14778761061,95;13754427390,79;13653789442,64;16174959635,99;16900269541,78;15595505617,98;17500000000,00;22240259740,26;27188019966,72;32173913043,48;39457092819,61;53800000000,00;47205081669,69;46751361161,52;48537005163,51;45766666666,67;49085271317,83;43529411764,71;43423180592,99;34392638036,81;37289402173,91;47225661226,79;53041002277,90
Zona del Euro;EMU;;;;;;;;;;;121448693030,14;137743039778,25;169090811625,99;229077995483,26;299062327988,41;323782393152,72;353814250338,96;408671021105,62;495989097054,63;620479722428,25;704751503167,15;652987587178,31;630347819690,82;618285277966,40;631146707326,20;654897105461,79;823378718111,34;989581237813,12;1106800226304,94;1182370636164,62;1467215879455,72;1518034724301,28;1651732762708,24;1520151447235,76;1698085701717,47;2082879330596,71;2136110591306,53;2113260661567,93;2216806476250,39;2230954449022,95;2275679388451,77;2316196596294,60;2475846842338,52;2974862017758,91;3567795583307,81;3843916664661,36;4310727623719,43;5109120945625,19;5653703379355,02;4531480956005,68;4947589229825,66;5727167185254,49;5526265586773,76;5790742912318,01;6019045039546,13;5380530798077,56;5454238289383,82;5990706468525,54;6577211368968,93;6429389958646,07
Eritrea;ERI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54502214,56;142966419,34;148977272,73;129406250,00;202746708,20;203302823,65;110594955,11;65684566,89;68310441,56;81308766,97;85922669,11;56064210,00;64052293,74;67725792,07;83564227,64;76071544,72;61125203,25;84082757,72;101385281,30;374897684,55;;;;;;;;
España;ESP;;;;;;;;;;;4972693130,50;6066773652,69;7887709034,43;10475953740,72;12825214883,18;14204585507,25;14892643620,99;17551967141,29;22290496961,81;29409382746,65;33264230679,97;33024130473,96;33274590337,73;32609483758,70;36663185675,84;37722088062,62;45733713912,32;56497570408,30;65086234823,60;68859531974,70;84372755468,49;90965543634,91;102129839102,88;92985054255,46;107763295242,83;134151321056,85;148003415210,82;151471590909,09;161627129969,93;167251225229,07;170488299244,52;174772259507,83;187310370788,63;232067720090,29;271169605165,14;288082328068,65;317874796135,99;382529427867,51;416446462575,07;342600722422,90;368701226683,72;436754994731,30;416725769569,77;446562968501,66;458509893738,85;401877001633,09;417428469683,01;461350495658,82;499846082001,57;486228080690,20
Estonia;EST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2573466525,54;2848889768,45;2967518489,38;2932836519,70;3627803201,08;4178072088,11;4022130536,63;3504490924,17;3831095694,21;4270175190,73;5644211833,79;7418642236,02;9230780997,39;10769819345,13;14052834656,45;16160988721,25;11949522089,47;14660970487,33;20077890482,53;19845436184,96;21233896346,82;21775106414,63;17718448637,08;18525308898,08;20385987018,18;22703453650,27;22945209656,96
Etiopía;ETH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5331910669,98;5962716169,23;5948437727,41;6474164234,19;6047701984,51;5804111646,51;6238595144,93;7055599390,23;7615437260,73
Unión Europea;EUU;;;;;;;;;;;140590292709,86;159019995909,15;194496798882,28;264029511375,58;343903075183,56;373213904314,20;406637454735,49;466665807373,17;563895527225,74;705897422458,79;801264418055,62;744261499308,73;717947579341,84;705371743411,43;721453155456,11;748275027792,85;938285642680,77;1129951714298,80;1261301684744,64;1343328020544,42;1654565225819,08;1701527327035,41;1849037072095,78;1701225693236,89;1904651739812,58;2346786917691,09;2414376507655,41;2391694880442,11;2513605933831,00;2529587740210,61;2591603372586,58;2637715353893,76;2827306761674,07;3406487883646,78;4105709558823,46;4461008047311,05;5037744836728,37;5996671831445,37;6685713147109,40;5341923283798,86;5868268587074,35;6807024921376,71;6562131245240,64;6881165513283,17;7158894482182,41;6393857344193,79;6491095146929,91;7147456904021,32;7858007023321,11;7711425858571,94
Frágiles y situaciones de conflicto afectados;FCS;;;;;;;;;;;8569631612,61;10044940013,98;10726381187,16;16184415427,97;36369985043,08;32534520997,16;39079527380,51;44126660805,75;44781484662,99;71273552024,07;101192776325,45;69616358481,84;59170973139,05;50231406011,57;52000068535,33;51084083785,53;39181370785,44;49439824627,84;49607232597,32;63219430364,13;69425370248,61;66247903011,42;64349503709,53;56032956848,93;56935473901,60;69924608493,14;80841178426,87;86442214389,80;68496386222,28;78120328433,57;119819969845,21;101411503557,15;106254309185,48;123629299713,49;161531102128,91;213461868968,81;282716630509,05;307540687536,43;424673382115,75;280229166764,58;433520238756,00;455748210354,49;532988330889,61;453711070719,55;435225233742,30;296718491290,09;257520980430,26;335041363269,09;422035095690,02;
Finlandia;FIN;;;;;;;;;;;2711046149,49;2827196646,77;3487225408,66;4596304652,25;6381402237,28;6523355422,66;7499615325,43;8995130588,76;10101083032,49;13152190505,27;16534905961,11;16409479195,37;15244850129,52;14631725021,35;15594578551,64;15638910207,21;18858784893,27;22897335317,19;26071073205,40;27400581959,26;31323277872,80;27176885752,10;28745686222,46;27996252732,38;35158793397,84;47992919389,98;47988609888,69;47944107204,21;50182465509,57;50848071595,99;52835820895,52;51463087248,32;54686617730,10;63920993227,99;76117457164,14;82483521950,01;93431188056,71;112217355598,14;127764757580,20;91103084190,05;95721453152,60;107070879949,18;100243661079,02;103136231851,39;100140536033,76;83008103045,70;83756701104,82;95994657970,59;106288267791,37;108199450321,57
Fiji;FJI;;;;;;;;;;;;;;;;;;;;;583689486,55;531742335,60;516235521,24;489773844,64;504526140,77;505894590,85;537558478,24;533724575,93;625603020,35;741185195,17;833547167,26;793101111,41;795276114,44;856596186,28;1029847688,00;1089525705,75;1338202807,67;1278174135,90;1007398832,29;1185164500,41;1097340975,29;1007247650,00;1132973615,62;1386485916,24;1467801500,29;1611472501,48;1540665434,38;1641930075,14;2012612160,38;1419133813,98;1803732471,46;2237564131,16;2427342309,63;2383078092,76;2541856522,20;2286803966,44;2299804267,91;2461705936,43;2674235891,54;
Francia;FRA;9218097244,95;9721651418,47;9960806434,91;10957285670,10;12309840151,99;13777986225,16;14959146278,60;16048630242,40;17593837376,43;20287923378,51;23725050194,87;27354090209,54;33827048114,43;46340601060,70;58910256410,26;67956249043,90;71988527724,67;83014174913,08;102571220930,23;127186247301,88;147148401117,67;135235968617,98;125156203213,89;125614080385,58;126491030548,68;129015184698,50;157252580736,81;183073229291,72;207505781301,62;222041949413,94;266219732562,34;270798744332,05;298940520446,10;275047486680,57;301941162570,89;362214482849,26;370197461212,98;370822656776,80;392709584167,22;389230769230,77;389534733738,71;389070246085,01;411392810088,46;480585778781,04;560012416190,71;593679890560,88;647700414000,75;740120448946,07;820631316830,23;668131425395,94;707910169575,17;813250472648,74;783758210131,33;825465605391,87;846143017568,25;745911734494,11;747503032909,92;803163777629,41;884286927396,08;862766690486,27
Islas Feroe;FRO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;489628104,11;525171296,69;527606982,47;569880328,74;597768122,92;667653353,98;704995743,69;735796828,36;825082397,26;959770009,37;1115768619,68;941819470,61;1028893511,85;1260249222,34;1238757013,38;1406228299,77;1464071269,49;1289555433,34;1472020440,60;1645246785,50;1606483387,70;
Micronesia (Estados Federados de);FSM;;;;;;;;;;;;;;;;;;;;;;;;3600000,00;;;;;;;;;;;;40334800,00;40239500,00;37246300,00;41045400,00;36239600,00;41921500,00;46366000,00;43854000,00;46055200,00;37304000,00;41837100,00;45844200,00;57728200,00;61367200,00;61304000,00;70347100,00;76935900,00;97807400,00;96425000,00;101619000,00;85658000,00;91885300,00;109856900,00;142584400,00;
Gabón;GAB;48341345,45;52322628,98;57972564,25;72764821,81;90352324,31;97934826,20;97688671,16;130487348,09;142588991,44;173872519,37;160996725,58;253126078,24;314647528,12;425323421,72;888640848,14;1068531103,99;1371832274,32;1449448283,56;1475698435,90;1772269113,97;2769790000,98;2447269146,65;2228502939,26;2079692035,19;2104556520,13;2089867355,93;1197784951,81;1401160632,95;1408435483,22;1917191499,35;2740347018,82;2553606874,56;2576725001,30;2136542944,38;2584714632,28;2944909770,32;3568070445,96;3265552382,91;2125424483,83;2779726330,61;3498457743,61;2726388955,07;2806922226,65;3381594744,17;4276663164,80;5750501082,58;6255614196,55;7289977701,11;9685334716,82;6319926944,54;8287738444,04;11243840799,10;10465457223,23;10092463252,25;8104569005,66;6620833366,12;6175468938,53;7498597594,24;8521609542,23;8550820858,46
Reino Unido;GBR;;;;;;;;;;;28476083513,32;32399501095,16;35047015484,52;43189887310,14;55247508181,39;61367807522,12;65114522911,05;78000504099,08;94026550335,57;120112041507,84;150270278875,20;140401515273,31;131937354996,51;126056034561,16;127015235434,96;136390029517,45;149325042509,53;181419655172,41;199549382781,93;207537671793,19;252214955610,80;255368641975,31;267432104247,10;260651592681,46;294129761248,85;342843616853,40;370126365054,60;398351342501,64;398837363365,35;402497977673,52;417751550915,42;410657837915,65;430262290167,87;489781224489,80;573119736360,31;634000000000,00;735455381784,73;782655062024,81;788810661764,71;635831126343,67;699877094513,81;816408686663,57;810792893788,93;834486317714,81;873246879086,76;809797053163,26;766233584604,17;809630497408,07;875792531491,74;894076676270,70
Georgia;GEO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3101400747,10;1754966887,42;1315854563,44;1266549922,82;1452315945,42;686952691,14;412437375,26;548000077,07;594736066,88;533561622,88;703050128,46;787530921,37;992546704,92;1255487719,63;1595471619,37;2132178518,23;2514996629,97;3135109248,73;3616313388,78;3181083507,93;4034786511,81;5240438778,54;6020953188,40;7171816760,85;7039247890,36;6110518662,14;6177800312,67;7557441721,46;8898149244,31;9580781377,52
Ghana;GHA;343177628,74;340376178,71;334773278,65;326368928,56;344578353,76;351581978,83;310960953,39;304363786,75;339265245,61;387311479,81;472618058,91;380936174,82;437465998,84;528873239,44;530434782,61;544148936,17;434322033,90;334857142,86;306108202,44;451566951,57;376348547,72;200813941,81;134733893,56;225418866,28;354924983,69;479914488,82;949412973,17;997843537,41;945143358,87;879283843,41;993968473,14;1119008152,17;1104855835,24;1208400616,33;1375221757,32;1583728940,78;2226974923,55;2233493164,06;2533905276,82;2476240810,20;2431828408,88;2404094094,65;2627858783,44;3104789916,94;3490673151,75;3916349977,91;5149494044,37;6089051469,01;7178123443,88;7629976939,50;9490699300,70;14529869985,53;16656634664,91;16118921318,26;15465492197,75;15520745571,53;17537473272,29;20801563774,28;23118048350,16;24098556292,41
Gibraltar;GIB;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;;;;;;;;;;;;;;;;;;;;;;;;;;;597773146,72;645766109,13;640721917,49;756205506,03;828657264,77;914442808,06;817037843,90;869557550,71;769761044,44;780076675,31;742664657,47;740150188,53;763847002,62;749004814,04;734578521,30;808614959,83;781148010,08;894584026,21;895267017,44;1021679595,88;1005390515,52;1479451797,53;1507080731,84;1512364199,58;2079424662,13;2212106788,67;2531048966,43;2217341673,43;2342843821,09;1890478301,14;2524762066,01;4611027662,15;4101524584,59;3762688441,96
Gambia;GMB;;;;;;;15991879,94;18921647,69;16460327,37;18244947,92;19763788,22;18037817,58;19980662,57;26392974,62;37335203,69;51496460,18;46061463,81;50729611,86;57876732,03;72406269,86;103028762,35;96171239,07;95785105,92;107765519,59;90664350,88;99013867,84;86555971,12;109029387,65;134311832,93;156436257,19;189941616,96;203221078,43;218510077,90;212861713,33;158551983,97;186875884,04;184904421,67;184290229,60;212639014,95;198771024,39;201981794,86;149998087,61;157033783,85;151438811,10;198101238,42;204546568,03;221729727,03;230768612,25;226068383,77;228340664,45;226367271,17;237666106,61;280761041,37;261079084,81;268476026,17;270072130,65;236219097,35;252666151,74;362985807,38;376853732,83
Guinea-Bissau;GNB;;;;;;;;;;;3149285,51;3265785,71;3819957,14;5415932,20;4956907,89;5650808,98;5925666,20;10697300,68;9487896,25;8620322,26;14039269,96;17319393,94;12977443,53;9829616,69;18557846,03;14037481,25;6817564,96;19759984,50;20460063,62;18949946,55;24240037,93;25670003,18;11094993,61;21009993,80;38769882,72;29630751,57;28460070,24;56440727,40;29820103,44;55800081,57;80534492,51;83214529,48;74507966,69;89188363,32;98218239,54;94803610,53;76111090,27;140713510,14;172333993,27;156473341,96;126683553,15;282367523,21;153091833,36;190986184,24;213171025,52;288714347,16;312531977,42;374997825,74;369612554,94;314738927,93
